tic,gvkey,cusip,conm,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,busdesc
TROW,12138,74144T108,PRICE (T. ROWE) GROUP,4020.0,402030.0,40.0,40203010.0,523930.0,6282.0,823.0,800.0,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds."
TRV,62689,89417E109,TRAVELERS COS INC,4030.0,403010.0,40.0,40301040.0,524126.0,6331.0,835.0,800.0,"The Travelers Companies, Inc., through its subsidiaries, provides a range of commercial and personal property, and casualty insurance products and services to businesses, government units, associations, and individuals in the United states and internationally."
TSCO,29736,892356106,TRACTOR SUPPLY CO,2550.0,255040.0,25.0,25504040.0,453998.0,5200.0,450.0,976.0,Tractor Supply Company operates rural lifestyle retail stores in the United States.
TSG,185291,85570W100,STARS GROUP INC,2530.0,253010.0,25.0,25301010.0,713290.0,7990.0,,,"The Stars Group Inc. engages in online gaming and betting businesses primarily in Europe, Australia, and the Americas."
TSLA,184996,88160R101,TESLA INC,2510.0,251020.0,25.0,25102010.0,336111.0,3711.0,,,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, Netherlands, Norway, and internationally. The company operates in two segments, Automotive; and Energy Generation and Storage."
TSN,10793,902494103,TYSON FOODS INC  -CL A,3020.0,302020.0,30.0,30202030.0,311611.0,2011.0,250.0,978.0,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods."
TSS,10631,891906109,TOTAL SYSTEM SERVICES INC,4510.0,451020.0,45.0,45102020.0,522320.0,7389.0,175.0,976.0,"As of September 17, 2019, Total System Services, Inc. was acquired by Global Payments Inc. Total System Services, Inc. provides payment processing, merchant, and related payment services to financial and nonfinancial institutions worldwide."
TT,5959,G8994E103,TRANE TECHNOLOGIES PLC,2010.0,201020.0,20.0,20102010.0,333415.0,3585.0,345.0,925.0,"Trane Technologies plc provides climate control solutions for buildings, homes, and transportation."
TTWO,64630,874054109,TAKE-TWO INTERACTIVE SFTWR,5020.0,502020.0,50.0,50202020.0,511210.0,7372.0,185.0,940.0,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games and 2K labels, as well as under Private Division and Social Point labels."
TWC,176404,88732J207,TIME WARNER CABLE INC,2540.0,254010.0,25.0,25401025.0,515210.0,4841.0,,,"Spectrum Management Holding Company, LLC, together with its subsidiaries, provides video, high-speed data, and voice services in the United States. It operates in three segments: Residential Services, Business Services, and Other Operations."
TWTR,18872,90184L102,TWITTER INC,5020.0,502030.0,50.0,50203010.0,519130.0,7370.0,,,"Twitter, Inc. operates as a platform for public self-expression and conversation in real time United States and internationally."
TWX,25056,887317303,TIME WARNER INC,2540.0,254010.0,25.0,25401030.0,512110.0,4888.0,245.0,978.0,"Warner Media operates as a media and entertainment company worldwide. It operates in three segments: Turner, Home Box Office, and Warner Bros. The Turner segment creates and programs branded news, entertainment, sports, and kids multi-platform content for consumers."
TXN,10499,882508104,TEXAS INSTRUMENTS INC,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,235.0,940.0,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers worldwide. It operates in two segments, Analog and Embedded Processing."
TXT,10519,883203101,TEXTRON INC,2010.0,201010.0,20.0,20101010.0,336411.0,3721.0,355.0,925.0,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses worldwide."
TXU,10507,873168108,ENERGY FUTURE HOLDINGS CORP,5510.0,551050.0,55.0,55105010.0,2211.0,4911.0,705.0,700.0,"Sempra Texas Holdings Corp., through its subsidiaries, engages in competitive and regulated energy businesses in Texas. The company operates in two segments, Competitive Electric and Regulated Delivery."
TYC,10787,G91442106,TYCO INTERNATIONAL PLC,2020.0,202010.0,20.0,20201080.0,334290.0,3669.0,355.0,925.0,"As of September 2, 2016, Tyco International plc was acquired by Johnson Controls International plc. Tyco International plc provides security products and services, fire detection and suppression products and services, and life safety products worldwide."
TYL,10789,902252105,TYLER TECHNOLOGIES INC,4510.0,451030.0,45.0,45103010.0,541512.0,7373.0,454.0,940.0,"Tyler Technologies, Inc. provides integrated information management solutions and services for the public sector in the United States and internationally. The company operates in two segments, Enterprise Software; and Appraisal and Tax."
UA,165052,904311206,UNDER ARMOUR INC,2520.0,252030.0,25.0,25203010.0,315.0,2300.0,,,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America."
UAA,165052,904311107,UNDER ARMOUR INC,2520.0,252030.0,25.0,25203010.0,315.0,2300.0,,,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America."
UAL,10795,910047109,UNITED AIRLINES HOLDINGS INC,2030.0,203020.0,20.0,20302010.0,481111.0,4512.0,605.0,600.0,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. It transports people and cargo through its mainline and regional fleets."
UDR,10894,902653104,UDR INC,6010.0,601010.0,60.0,60101060.0,531110.0,6798.0,850.0,800.0,"UDR, Inc."
UHS,11032,913903100,UNIVERSAL HEALTH SVCS INC,3510.0,351020.0,35.0,35102020.0,622110.0,8062.0,295.0,905.0,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, outpatient facilities, and behavioral health care facilities. The company operates through Acute Care Hospital Services, Behavioral Health Care Services, and Other segments."
UIS,2504,909214306,UNISYS CORP,4510.0,451020.0,45.0,45102010.0,541512.0,7373.0,185.0,940.0,"Unisys Corporation operates as an information technology company worldwide. It operates in two segments, Services and Technology. The Services segment offers cloud and infrastructure services, application services, and business process outsourcing services."
ULTA,178704,90384S303,ULTA BEAUTY INC,2550.0,255040.0,25.0,25504040.0,446120.0,5990.0,,,"Ulta Beauty, Inc. operates as a beauty retailer in the United States."
UNH,10903,91324P102,UNITEDHEALTH GROUP INC,3510.0,351020.0,35.0,35102030.0,524114.0,6324.0,287.0,905.0,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight, and OptumRx."
UNM,12726,91529Y106,UNUM GROUP,4030.0,403010.0,40.0,40301020.0,524114.0,6321.0,825.0,800.0,"Unum Group, together with its subsidiaries, provides financial protection benefit solutions in the United States, the United Kingdom, Poland, and internationally. It operates through Unum US, Unum International, Colonial Life, and Closed Block segments."
UNP,10867,907818108,UNION PACIFIC CORP,2030.0,203040.0,20.0,20304010.0,482111.0,4011.0,610.0,600.0,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, engages in the railroad business in the United States."
UPS,10920,911312106,UNITED PARCEL SERVICE INC,2030.0,203010.0,20.0,20301010.0,492110.0,4210.0,615.0,600.0,"United Parcel Service, Inc. provides letter and package delivery, specialized transportation, logistics, and financial services. It operates through three segments: U.S. Domestic Package, International Package, and Supply Chain & Freight. The U.S."
URBN,29150,917047102,URBAN OUTFITTERS INC,2550.0,255040.0,25.0,25504010.0,448140.0,5651.0,452.0,976.0,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription."
URI,66065,911363109,UNITED RENTALS INC,2010.0,201070.0,20.0,20107010.0,532412.0,7350.0,175.0,976.0,"United Rentals, Inc., through its subsidiaries, operates as an equipment rental company. It operates in two segments, General Rentals; and Trench, Power and Fluid Solutions."
USB,4723,902973304,U S BANCORP,4010.0,401010.0,40.0,40101010.0,522110.0,6020.0,815.0,800.0,"U.S. Bancorp, a financial services holding company, provides various financial services in the United States."
UST,184173,74347R180,PROSHARES ULTRA 7-10 YR TRES,,,,,525910.0,6722.0,,,ProShares Trust - ProShares Ultra 7-10 Year Treasury is an exchange traded fund launched and managed by ProShare Advisors LLC. The fund invests in the fixed income markets of the United States.
V,179534,92826C839,VISA INC,4510.0,451020.0,45.0,45102020.0,522320.0,6099.0,,,"Visa Inc. operates as a payments technology company worldwide. The company facilitates digital payments among consumers, merchants, financial institutions, businesses, strategic partners, and government entities."
VAR,11115,92220P105,VARIAN MEDICAL SYSTEMS INC,3510.0,351010.0,35.0,35101010.0,334510.0,3845.0,300.0,905.0,"Varian Medical Systems, Inc. designs, manufactures, sells, and services medical devices and software products for treating cancer and other medical conditions worldwide. It operates through Oncology Systems and Proton Solutions segments."
VFC,11060,918204108,VF CORP,2520.0,252030.0,25.0,25203010.0,315220.0,2320.0,465.0,976.0,"V.F. Corporation engages in the design, production, procurement, marketing, and distribution of branded lifestyle apparel, footwear, and related products for men, women, and children in the Americas, Europe, and the Asia-Pacific. It operates through four segments: Outdoor, Active, and Work."
VIAB,165675,92553P201,VIACOM INC,5020.0,502020.0,50.0,50202010.0,515120.0,4833.0,,,"As of December 4, 2019, Viacom Inc. was acquired by CBS Corporation. Viacom Inc. operates media brands that create entertainment content worldwide. It operates in two segments, Media Networks and Filmed Entertainment."
VIAC,13714,92556H206,VIACOMCBS INC,5020.0,502010.0,50.0,50201020.0,515120.0,4888.0,245.0,978.0,"ViacomCBS Inc. operates as a media and entertainment company worldwide. The company operates in four segments: TV Entertainment, Cable Networks, Filmed Entertainment, and Publishing."
VLO,15247,91913Y100,VALERO ENERGY CORP,1010.0,101020.0,10.0,10102030.0,324110.0,2911.0,382.0,935.0,"Valero Energy Corporation manufactures and sells transportation fuels and petrochemical products in the United States, Canada, the United Kingdom, Ireland, and internationally. It operates through three segments: Refining, Ethanol, and Renewable Diesel."
VMC,11228,929160109,VULCAN MATERIALS CO,1510.0,151020.0,15.0,15102010.0,212319.0,1400.0,202.0,970.0,"Vulcan Materials Company produces and supplies construction materials primarily in the United States. The company operates through four segments: Aggregates, Asphalt, Concrete, and Calcium."
VNO,11220,929042109,VORNADO REALTY TRUST,6010.0,601010.0,60.0,60101040.0,531120.0,6798.0,850.0,800.0,Vornado's portfolio is concentrated in the nation's key market - New York City - along with the premier asset in both Chicago and San Francisco. Vornado is also the real estate industry leader in sustainability policy.
VNT,36203,928881101,VONTIER CORP,4520.0,452030.0,45.0,45203010.0,334514.0,3824.0,,,"Vontier Corporation engages in the research and development, manufacture, sale, and distribution of critical technical equipment, components, software, and services for manufacturing, repair and servicing in the mobility infrastructure industry worldwide."
VRSK,180652,92345Y106,VERISK ANALYTICS INC,2020.0,202020.0,20.0,20202020.0,524298.0,6411.0,,,"Verisk Analytics, Inc. provides data analytics solutions in the United States and internationally."
VRSN,66368,92343E102,VERISIGN INC,4510.0,451020.0,45.0,45102030.0,519130.0,7370.0,185.0,940.0,"VeriSign, Inc., together with its subsidiaries, provides domain name registry services and Internet infrastructure that enables Internet navigation for various recognized domain names worldwide."
